time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2023-02-12 13:18:37.654 UTC, , , , , , , , , ,1053,7030149,3882584,784, ,76, , , , , , , , , , , ,76,11, , , ,3,2,10, , , , , , , , , , , , , , , , ,7068027,2, ,6796218, , , , ,7078561,24274309120,75,75,75,75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7078561,1676207317529,,, , , , , , , , , ,3145728,4294977747, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,150,111,300039264,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:19:40.059 UTC, , , , , , , , , ,250,3190458,44400,80, ,6, ,227,6,0.03, , , , , , , ,6,6, ,33, ,4,3,8, ,111,28, , , , , , , , , , , , , ,4294979731,3,10010553,4294977849,1,2,4,10,7080575,24274268160,74,74,74,74, , , , , ,2,80, , , , , , , , , , , , , , , , , , , , , , , , , ,7080575,1676207980019,,, , , , , , , , , ,3145728,4294979731,1,1,0,1, , ,43,1,1,5,1, ,3,2, ,43, ,288941,45, , , , , ,2433451,248,2014,1, , , , , , ,20,28,147245792,1, , , , , , ,116, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:20:39.930 UTC, , , , , , , , , ,250,3167266,21208,80, ,5,1,45,5,0.11, , , , , , , ,5,5, ,3,1,6,2,7, ,34,13, , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , , , ,-1,-1,-1,-1, , , , , ,2,100, , , , , , , , , , , , , , , , , , , , , , , , , , ,1676208039915,,, , , , , , , , , ,3145728,4294979731, , , , , , ,26, , ,3, , ,3, , ,26, ,6379,7, , , , , ,125448,34, , , , , , , , ,21,31,103078440,1, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:21:39.933 UTC, , , , , , , , , ,250,6678762,3532224,560, ,65,1,66660,60,0.00, , , , , , , ,65,9, , ,1,6,2,9, ,80844,7149, , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7080575,24274436096,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7080575,1676208039915,,, , , , , , , , , ,3145728,4294979731, , , , , , ,7214, , ,2, , ,3, , ,7214,2,18406,18, , , ,58, ,4398745,7256, , , , , , , , ,16,77,1322439048,1, , , , , , ,80870, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,14440,66394,6, , , , , , , , , , 
2023-02-12 13:22:39.937 UTC, , , , , , , , , ,714,6785154,3638040,672, ,68,2,171799,3,0.00, , , , , , , ,68,10, , ,2,6,2,10, ,141702,238, , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7081649,24272031744,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7081649,1676208039915,,, , , , , , , , , ,3145728,4294981839,5,5,4,5, , ,244, , ,2, , ,3,2, ,244,2,13390,10,379,1, ,3, ,105317,239,1699,6, , , , , , ,11,28,1038246560,2, , , , , , ,198987, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,14540, ,28212,141622,472, , , , , , , , , , 
2023-02-12 13:23:39.938 UTC, , , , , , , , , ,714,6785154,3638040,672, ,68, , , , , , , , , , , ,68,10, , , ,6,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7082653,24273543168,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7082653,1676208039915,,, , , , , , , , , ,3145728,4294981839, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,1084383904,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:24:39.940 UTC, , , , , , , , , ,714,6785154,3638040,672, ,68, , , , , , , , , , , ,68,10, , , ,6,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7082653,24273543168,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7082653,1676208039915,,, , , , , , , , , ,3145728,4294981839, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,1099063968,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:25:39.941 UTC, , , , , , , , , ,714,6785154,3638040,672, ,68, , , , , , , , , , , ,68,10, , , ,6,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7082653,24273543168,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7082653,1676208039915,,, , , , , , , , , ,3145728,4294981839, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,1128424096,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:26:39.944 UTC, , , , , , , , , ,714,6789218,3642104,672, ,68, ,128561, , , , , , , , , ,68,10, , , ,6,2,10, ,98695, , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7083657,24273412096,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7083657,1676208039915,,, , , , , , , , , ,3145728,4294983847,4,4,2,4, , , , , , , , ,3,3, , ,2, , , , , , , , , ,2008,7, , , , , , ,8,15,262408952, , , , , , , ,150976, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,14540, ,23339,98487,456, , , , , , , , , , 
2023-02-12 13:27:39.946 UTC, , , , , , , , , ,714,6789218,3642104,672, ,68, , , , , , , , , , , ,68,10, , , ,6,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7084661,24279728128,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7084661,1676208039915,,, , , , , , , , , ,3145728,4294983847, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,272894712,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:28:39.947 UTC, , , , , , , , , ,714,6789218,3642104,672, ,68, , , , , , , , , , , ,68,10, , , ,6,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7084661,24272740352,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7084661,1676208039915,,, , , , , , , , , ,3145728,4294983847, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,283380472,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:29:39.949 UTC, , , , , , , , , ,714,6789218,3642104,672, ,68, ,36, , , , , , , , , ,68,10, , , ,6,2,10, ,34, , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7084661,24272707584,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7084661,1676208039915,,, , , , , , , , , ,3145728,4294983847,1,1,1,1, , , , , , , , ,3,2, , ,2, , , , , , , , , , , , , , , , , , , ,308546296,1, , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,2, , , , , , , , , , 
2023-02-12 13:30:39.952 UTC, , , , , , , , , ,714,6791250,3644136,672, ,68, ,87792, , , , , , , , , ,68,10, , , ,6,2,10, ,72326, , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7084661,24272986112,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7084661,1676208039915,,, , , , , , , , , ,3145728,4294984851,19,19,10,19, , , , , , , , ,3,2, , ,2, , , , , , , , , ,1004,4, , , , , , ,5,9,1099254008,1, , , , , , ,100968, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,7270, ,14106,72287,653, , , , , , , , , , 
2023-02-12 13:31:39.953 UTC, , , , , , , , , ,714,6791250,3644136,672, ,68, , , , , , , , , , , ,68,10, , , ,6,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7085665,24272961536,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7085665,1676208039915,,, , , , , , , , , ,3145728,4294984851, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,1111836920, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:32:39.955 UTC, , , , , , , , , ,714,6791250,3644136,672, ,68, , , , , , , , , , , ,68,10, , , ,6,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7085665,24266153984,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7085665,1676208039915,,, , , , , , , , , ,3145728,4294984851, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,1122322680,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:33:39.957 UTC, , , , , , , , , ,714,6791250,3644136,672, ,68, , , , , , , , , , , ,68,10, , , ,6,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7085665,24262389760,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7085665,1676208039915,,, , , , , , , , , ,3145728,4294984851, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,1130711288,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
